2018-01-03 22:22:32.606747	https://www.encodeproject.org/report/?type=Experiment&assay_title=ChIP-seq&assembly=hg19&files.file_type=bam&searchTerm=H3K4me3&lab.title=Bradley+Bernstein%2C+Broad&sort=biosample_term_name&limit=all
ID	Accession	Assay Type	Assay Nickname	Target label	Target gene	Biosample summary	Biosample	Description	Lab	Project	Status	Biological replicate	Technical replicate	Linked Antibody	Species	Life stage	Age	Age Units	Treatment	Term ID	Concentration	Concentration units	Duration	Duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Replicates
/experiments/ENCSR611DJQ/	ENCSR611DJQ	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	testis male adult (37 years)	testis		Bradley Bernstein, Broad	ENCODE	released	1	1	ENCAB902NZL	Homo sapiens	adult	37	year										/replicates/da11f527-e88a-41b7-8ed7-8d5d22d3a49d/
/experiments/ENCSR153SGD/	ENCSR153SGD	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	HUES48	HUES48		Bradley Bernstein, Broad	Roadmap	released	1,2	1	ENCAB000BLE	Homo sapiens	embryonic	unknown											/replicates/d45b7b6c-619f-4073-bc8b-1d67d0f6c30f/,/replicates/d4e8b43e-dc05-4420-95a3-46a0517041b8/
/experiments/ENCSR208WDY/	ENCSR208WDY	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	upper lobe of left lung female adult (53 years)	upper lobe of left lung		Bradley Bernstein, Broad	ENCODE	released	1	1	ENCAB902NZL	Homo sapiens	adult	53	year										/replicates/d92ac165-2885-4b37-a441-6b41cf5a66b6/
/experiments/ENCSR433PUR/	ENCSR433PUR	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	radial glial cell genetically modified using stable transfection originated from H9	radial glial cell		Bradley Bernstein, Broad	ENCODE	released	1,2	1	ENCAB000AUU,ENCAB000BKU	Homo sapiens	embryonic	5	day										/replicates/c9a418fe-dcd5-499d-b893-c4f36979b7b8/,/replicates/0fd22671-b42d-481c-8dac-44079704301f/
/experiments/ENCSR575RRX/	ENCSR575RRX	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	HepG2	HepG2		Bradley Bernstein, Broad	ENCODE	released	1,2	1	ENCAB582RSV	Homo sapiens	child	15	year										/replicates/5f3d0f55-c0ca-417d-9c11-7f37c0042f8e/,/replicates/fde49b7c-5a6a-4997-ac31-7860ab384d3b/
/experiments/ENCSR607ARN/	ENCSR607ARN	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	esophagus muscularis mucosa female adult (53 years)	esophagus muscularis mucosa		Bradley Bernstein, Broad	ENCODE	released	1,2	1,2	ENCAB582RSV,ENCAB902NZL	Homo sapiens	adult	53	year										/replicates/a0e70cf7-527e-4caf-9453-f5983c471ad1/,/replicates/c0aa0862-7897-4def-b69e-e496d70ef615/,/replicates/cfd725dc-8714-45c1-81e6-115b25c08f77/
/experiments/ENCSR422JNY/	ENCSR422JNY	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	OCI-LY1	OCI-LY1		Bradley Bernstein, Broad	ENCODE	released	1,2	1	ENCAB000BLI,ENCAB000BLF	Homo sapiens	adult	44	year										/replicates/9efc1a5d-21ca-4994-9690-ae98e0e57876/,/replicates/6b77f971-4f9e-453c-b051-486c832edc3e/
/experiments/ENCSR052WRV/	ENCSR052WRV	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	DOHH2	DOHH2		Bradley Bernstein, Broad	ENCODE	released	1,2	1	ENCAB000BLF	Homo sapiens	adult	60	year										/replicates/c9af679c-4faf-4875-b62a-e7f4cbccab6f/,/replicates/05f7d2e6-4a0d-43a5-b1d4-6e1bbcdab367/
/experiments/ENCSR661MUS/	ENCSR661MUS	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	neural progenitor cell originated from H9	neural progenitor cell		Bradley Bernstein, Broad	ENCODE	released	2,1	1,2	ENCAB582RSV	Homo sapiens	embryonic	5	day										/replicates/2d042c26-8da8-4a3c-85bb-54dc1f1233d0/,/replicates/f1a9f416-f664-4925-8219-37ac72358eae/,/replicates/e1e30350-aea3-4a22-9865-db9d766bd94d/,/replicates/230cab01-b8b1-420a-9018-62fb1f173d10/
/experiments/ENCSR000ASH/	ENCSR000ASH	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	A549 treated with 0.02% ethanol for 1 hour	A549	H3K4me3 ChIP-seq on human A549 treated with 0.02% ethanol	Bradley Bernstein, Broad	ENCODE	released	2,1	1	ENCAB000BLJ	Homo sapiens	adult	58	year	ethanol	CHEBI:16236			1	hour				/replicates/3121d791-c06e-465a-8128-7cfb14715a5d/,/replicates/8782d049-d315-4773-9464-e2dbe1f53fbf/
/experiments/ENCSR000AOU/	ENCSR000AOU	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	astrocyte	astrocyte	H3K4me3 ChIP-seq on human NH-A	Bradley Bernstein, Broad	ENCODE	released	1,2	1	ENCAB000BLJ	Homo sapiens	unknown	unknown											/replicates/a7a798f4-946b-46bf-90ed-2ccdc9cc6c0e/,/replicates/8e5a963c-c741-49d2-9e03-b00789991312/
/experiments/ENCSR416AUW/	ENCSR416AUW	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	breast epithelium female adult (53 years)	breast epithelium		Bradley Bernstein, Broad	ENCODE	released	1,2	1	ENCAB582RSV	Homo sapiens	adult	53	year										/replicates/80f91ec9-c913-4552-bbae-c8e685aa4b8b/,/replicates/0e1252f6-0981-4136-85fc-9938c6b10fe5/
/experiments/ENCSR000AKA/	ENCSR000AKA	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	GM12878	GM12878	H3K4me3 ChIP-seq on human GM12878	Bradley Bernstein, Broad	ENCODE	released	1,2	1	ENCAB000BLJ	Homo sapiens	adult	unknown											/replicates/395f7cbf-ae3f-4171-96ed-964ad4c10726/,/replicates/447c4b88-3e9f-4b41-986d-4168134ece16/
/experiments/ENCSR287VPM/	ENCSR287VPM	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	SK-N-MC	SK-N-MC	ChIP-seq against H3K4me3 using SK-N-MC cell line which was previously described as a neuroepithelioma (ATCC HTB-10). However recent evidence reveals it is Ewing's Sarcoma (www.ncbi.nlm.nih.gov/pubmed/15548687, www.ncbi.nlm.nih.gov/biosample/3151999, www.ncbi.nlm.nih.gov/pubmed/25453903).	Bradley Bernstein, Broad	ENCODE	released	2,3	1,2	ENCAB582RSV	Homo sapiens	child	14	year										/replicates/ddb79da4-4f76-4cc6-81f6-d0934408f8ff/,/replicates/f6900f36-9858-4175-b3c0-c7a27781ec12/,/replicates/81e3bc41-4746-4a26-b958-71bf91f17f98/
/experiments/ENCSR972ETR/	ENCSR972ETR	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	gastrocnemius medialis male adult (54 years)	gastrocnemius medialis		Bradley Bernstein, Broad	ENCODE	released	1,2	1	ENCAB582RSV	Homo sapiens	adult	54	year										/replicates/28bbe39e-8ee8-41b7-b9e7-2c1c7aba57c7/,/replicates/8e3a4bb0-9064-40d2-9853-69d4157e285e/
/experiments/ENCSR000ARA/	ENCSR000ARA	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	DND-41	DND-41	ChIP-seq on human Dnd41 H3K4me3	Bradley Bernstein, Broad	ENCODE	released	2,1	1	ENCAB000BLJ	Homo sapiens	child	13	year										/replicates/732a9f3c-bacc-48f7-9ac6-e717f8c8891c/,/replicates/fb8c4572-72d8-4740-b284-27bc97ca5e31/
/experiments/ENCSR605QAV/	ENCSR605QAV	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	adrenal gland female adult (53 years)	adrenal gland		Bradley Bernstein, Broad	ENCODE	released	1	1	ENCAB582RSV	Homo sapiens	adult	53	year										/replicates/e842433e-4954-49be-a9c3-66ef59404a1c/
/experiments/ENCSR098ALO/	ENCSR098ALO	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	CD4-positive helper T cell	CD4-positive helper T cell		Bradley Bernstein, Broad	Roadmap	released	1,2	4,2	ENCAB000BLF	Homo sapiens	unknown	unknown											/replicates/63f1b100-5e16-46c6-b62c-2f5d3c5306c3/,/replicates/4bb45aee-c30a-4c95-b092-539721cc892e/
/experiments/ENCSR714KWW/	ENCSR714KWW	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	CD4-positive helper T cell	CD4-positive helper T cell		Bradley Bernstein, Broad	Roadmap	released	1,2	3,2	ENCAB000BLF	Homo sapiens	unknown	unknown											/replicates/1342da4e-32d3-4bb5-96ac-0ed69c9dfbe1/,/replicates/17bdd1bb-3980-4209-90e2-36486e530e6f/
/experiments/ENCSR033OKS/	ENCSR033OKS	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	Parathyroid adenoma male adult (62 years)	Parathyroid adenoma		Bradley Bernstein, Broad	ENCODE	released	1	1	ENCAB000BKU	Homo sapiens	adult	62	year										/replicates/d222d98f-87d5-4fa5-ac0c-1fda5a3a7f8d/
/experiments/ENCSR548PZS/	ENCSR548PZS	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	OCI-LY3	OCI-LY3		Bradley Bernstein, Broad	ENCODE	released	1,2	1,2,3	ENCAB000AUV,ENCAB582RSV,ENCAB000BLD	Homo sapiens	adult	52	year										/replicates/f0e8e784-cd9f-4743-ad36-fac69546c0bf/,/replicates/feac5160-d3b8-4a6a-afd8-a578d4279a07/,/replicates/2b5597bb-fa38-4860-b0c5-5cc8affb5e38/,/replicates/a2b06a4d-65cf-46a3-afcd-5b33e7b120e3/
/experiments/ENCSR970FPM/	ENCSR970FPM	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	keratinocyte female	keratinocyte		Bradley Bernstein, Broad	ENCODE	released	1,2	1	ENCAB582RSV	Homo sapiens	unknown	unknown											/replicates/a19d6435-950f-4569-a683-f0edddc2ad64/,/replicates/a0acc5ae-0c4d-4035-93dc-6c0a7a506820/
/experiments/ENCSR057BWO/	ENCSR057BWO	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	GM12878	GM12878		Bradley Bernstein, Broad	ENCODE	released	1,2	1	ENCAB582RSV	Homo sapiens	adult	unknown											/replicates/52924e0d-bbd4-4e1a-8a21-2ce57cc1a218/,/replicates/730fece3-26aa-4b2d-8b14-c4c34e563869/
/experiments/ENCSR657RRI/	ENCSR657RRI	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	Loucy	Loucy		Bradley Bernstein, Broad	ENCODE	released	1,2	2,1	ENCAB000BLF,ENCAB000BLD,ENCAB000BLE	Homo sapiens	adult	38	year										/replicates/96be78df-3354-4611-acb2-c8476745058b/,/replicates/cf40176d-4d10-4e1c-b442-c614236e930a/,/replicates/f8856d86-5302-482c-b39d-36d9b58de5e6/
/experiments/ENCSR333OPW/	ENCSR333OPW	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	HCT116	HCT116		Bradley Bernstein, Broad	ENCODE	released	1,2	1	ENCAB000BLG,ENCAB582RSV	Homo sapiens	adult	unknown											/replicates/0e2dad2b-68e7-4ac8-997d-78858d68778c/,/replicates/397c35d9-9dc7-4584-86cc-064cf83efdcb/
/experiments/ENCSR975GZA/	ENCSR975GZA	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	SK-N-SH	SK-N-SH		Bradley Bernstein, Broad	ENCODE	released	1,2	1	ENCAB582RSV	Homo sapiens	child	4	year										/replicates/c888c2f2-aa75-4987-b7d8-31476ba814c3/,/replicates/58cc84c5-8e18-4aaa-a035-7f425ecc998a/
/experiments/ENCSR849YFO/	ENCSR849YFO	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	bipolar neuron originated from GM23338 treated with 0.5 μg/mL doxycycline hyclate for 4 days	bipolar neuron		Bradley Bernstein, Broad	ENCODE	released	1,2	1	ENCAB582RSV	Homo sapiens	adult	53	year	doxycycline hyclate	CHEBI:34730			4	day				/replicates/06f41d1e-aca5-4e5d-9d1d-a2086bc76e9c/,/replicates/91b7903a-7c9e-48ed-ba00-3280ba09f9db/
/experiments/ENCSR343ZOV/	ENCSR343ZOV	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	coronary artery female adult (53 years)	coronary artery		Bradley Bernstein, Broad	ENCODE	released	2,1	1	ENCAB582RSV	Homo sapiens	adult	53	year										/replicates/7f047db4-59ff-4011-af7e-7506d98c24d2/,/replicates/b6c1982e-bc21-4155-9a32-d1956615bfe7/
/experiments/ENCSR716ZJH/	ENCSR716ZJH	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	H9 genetically modified using stable transfection	H9		Bradley Bernstein, Broad	ENCODE	released	1,2	1	ENCAB582RSV,ENCAB000AUU	Homo sapiens	embryonic	5	day										/replicates/2cdbe44a-964a-44b9-adfd-b1917231b1a7/,/replicates/fef28573-c91a-48b8-9aee-33ec82f55950/
/experiments/ENCSR910XKX/	ENCSR910XKX	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	Karpas-422	Karpas-422		Bradley Bernstein, Broad	ENCODE	released	1,2	1,2	ENCAB000AUV,ENCAB000BLF	Homo sapiens	adult	72	year										/replicates/cbf9186b-e56b-40a2-b35f-f8074fdcf6d9/,/replicates/4acdeb47-ef8f-49e1-a255-1d0c502f491c/,/replicates/870a1395-45d3-4ba0-998f-9439e798ae1e/
/experiments/ENCSR748RBT/	ENCSR748RBT	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	prostate male adult (54 years)	prostate		Bradley Bernstein, Broad	ENCODE	released	1,2	1	ENCAB902NZL,ENCAB000BKU	Homo sapiens	adult	54	year										/replicates/b12b18c4-ad30-4804-8cf8-e17f8ccc0432/,/replicates/a583ada2-a75b-4933-b50f-2b909de3e25d/
/experiments/ENCSR554RQQ/	ENCSR554RQQ	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	body of pancreas male adult (54 years)	body of pancreas		Bradley Bernstein, Broad	ENCODE	released	1,2	1	ENCAB582RSV	Homo sapiens	adult	54	year										/replicates/b2cc1a2f-300b-4451-ab17-7c423f5c9d3a/,/replicates/95049510-971f-45be-b0c1-21f852c6378e/
/experiments/ENCSR000ANZ/	ENCSR000ANZ	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	myotube	myotube	H3K4me3 ChIP-seq on human HSMMtube	Bradley Bernstein, Broad	ENCODE	released	2,1	1	ENCAB000BLJ	Homo sapiens	adult	22	year										/replicates/a827c114-edee-4d3f-8c6e-baabe3a3cec1/,/replicates/131499e7-8413-46af-b907-e86ffa8f51eb/
/experiments/ENCSR876DCP/	ENCSR876DCP	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	body of pancreas male adult (37 years)	body of pancreas		Bradley Bernstein, Broad	ENCODE	released	1,2	1	ENCAB848NER	Homo sapiens	adult	37	year										/replicates/61b80b3c-606c-44f3-9429-fcd6b1c951ef/,/replicates/ae47699e-30f6-4d74-b65b-e4a23ce114f5/
/experiments/ENCSR791KFQ/	ENCSR791KFQ	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	right atrium auricular region female adult (53 years)	right atrium auricular region		Bradley Bernstein, Broad	ENCODE	released	1	1	ENCAB902NZL	Homo sapiens	adult	53	year										/replicates/49789130-2997-46d0-8d8b-bdad7915990c/
/experiments/ENCSR438DSO/	ENCSR438DSO	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	common myeloid progenitor, CD34-positive male adult (36 years)	common myeloid progenitor, CD34-positive		Bradley Bernstein, Broad	Roadmap	released	1	1	ENCAB000ASG	Homo sapiens	adult	36	year										/replicates/b667cad3-7c1c-49e6-b4c1-be0eb06c99c0/
/experiments/ENCSR136QKZ/	ENCSR136QKZ	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	common myeloid progenitor, CD34-positive female adult (33 years)	common myeloid progenitor, CD34-positive		Bradley Bernstein, Broad	Roadmap	released	1	1	ENCAB000BLE	Homo sapiens	adult	33	year										/replicates/97a838ae-81ee-4113-b739-bddb157b9dda/
/experiments/ENCSR361FWQ/	ENCSR361FWQ	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	MM.1S	MM.1S		Bradley Bernstein, Broad	ENCODE	released	1,2	1	ENCAB000BKU,ENCAB582RSV	Homo sapiens	adult	42	year										/replicates/6e7c2fb4-cc59-4315-ba7a-04ae1a06d79c/,/replicates/5f0611ff-c22e-45a5-ba05-7d4c8437bb3d/
/experiments/ENCSR275NCH/	ENCSR275NCH	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	PC-3	PC-3		Bradley Bernstein, Broad	ENCODE	released	1,2	1	ENCAB582RSV	Homo sapiens	adult	62	year										/replicates/5ccc8f02-429b-419d-9941-68cc0dd4d40c/,/replicates/5155a946-190d-48c3-9740-1d41e10fae23/
/experiments/ENCSR608VNA/	ENCSR608VNA	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	neural cell	neural cell		Bradley Bernstein, Broad	ENCODE	released	1,2	1,2	ENCAB000AUU,ENCAB582RSV	Homo sapiens	embryonic	unknown											/replicates/b026608d-9a04-47f3-9a3d-37513aae19a3/,/replicates/627f3862-e1c1-4c25-8fab-864404117f2e/,/replicates/530c5881-7cb1-402d-9059-0cce3b184a49/
/experiments/ENCSR291KBJ/	ENCSR291KBJ	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	CD4-positive, alpha-beta memory T cell	CD4-positive, alpha-beta memory T cell		Bradley Bernstein, Broad	Roadmap	released	1,2	3,2	ENCAB000BLF	Homo sapiens	unknown	unknown											/replicates/96fcd8f9-b3be-4b7b-88bd-6af1f1d7502a/,/replicates/c8b92318-07ba-4900-b8ab-5afd272f39f2/
/experiments/ENCSR596NOF/	ENCSR596NOF	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	skeletal muscle myoblast male adult (22 years)	skeletal muscle myoblast		Bradley Bernstein, Broad	ENCODE	released	1,2	1	ENCAB582RSV	Homo sapiens	adult	22	year										/replicates/c9a3acaa-ff5d-470c-b133-24936a0af7d9/,/replicates/785386d6-ea5a-404d-a361-f5e8705ed992/
/experiments/ENCSR828CCQ/	ENCSR828CCQ	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	ovary female adult (53 years)	ovary		Bradley Bernstein, Broad	ENCODE	released	1	1	ENCAB582RSV	Homo sapiens	adult	53	year										/replicates/e27fe88c-3928-4db2-abe1-403997047413/
/experiments/ENCSR957XEV/	ENCSR957XEV	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	CD4-positive helper T cell	CD4-positive helper T cell		Bradley Bernstein, Broad	Roadmap	released	1,2	4,2	ENCAB000BLF	Homo sapiens	unknown	unknown											/replicates/e456e7d7-b84d-4935-b9a0-2c6dfd6c6eff/,/replicates/87bcb221-de85-4e5a-97ac-59e683ca9181/
/experiments/ENCSR941YPY/	ENCSR941YPY	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	iPS-11a male adult (36 years)	iPS-11a		Bradley Bernstein, Broad	Roadmap	released	1	1	ENCAB000ARM	Homo sapiens	adult	36	year										/replicates/1da3fd51-d732-49d2-a2cc-7178f6d84c3b/
/experiments/ENCSR143MZL/	ENCSR143MZL	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	brain male embryo (122 days)	brain		Bradley Bernstein, Broad	Roadmap	released	1	1	ENCAB000BLE	Homo sapiens	embryonic	122	day										/replicates/41ad68e2-9c14-4421-bbb0-4411e2998d48/
/experiments/ENCSR778VGY/	ENCSR778VGY	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	ACC112	ACC112		Bradley Bernstein, Broad	ENCODE	released	1,2	1,2	ENCAB000BLG,ENCAB000BLF,ENCAB000BLI	Homo sapiens	adult	70	year										/replicates/148f46dd-5a49-4ac7-9e24-a1d82559f530/,/replicates/e9f0da3f-701c-4153-90db-f71277cddccb/,/replicates/7ca14aa2-9b51-4620-9da7-9be0392d08d8/
/experiments/ENCSR263WLD/	ENCSR263WLD	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	CD4-positive helper T cell	CD4-positive helper T cell		Bradley Bernstein, Broad	Roadmap	released	1,2	4,2	ENCAB000BLE,ENCAB000BLF	Homo sapiens	unknown	unknown											/replicates/c6ea0840-8f5c-41c1-a80a-5247e3edae73/,/replicates/3d6cc2c0-9098-4a3e-b107-282dd415b449/
/experiments/ENCSR761WVQ/	ENCSR761WVQ	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	thyroid gland female adult (53 years)	thyroid gland		Bradley Bernstein, Broad	ENCODE	released	1	1	ENCAB902NZL	Homo sapiens	adult	53	year										/replicates/d5bf765b-94dc-46ca-b9aa-865093473490/
/experiments/ENCSR657DYL/	ENCSR657DYL	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	GM23338 male adult (53 years) originated from fibroblast of arm	GM23338		Bradley Bernstein, Broad	ENCODE	released	2,1	1	ENCAB582RSV	Homo sapiens	adult	53	year										/replicates/573c9a9d-c004-4510-9a36-0ca456063c41/,/replicates/15c86946-de77-4308-a068-93c42854372d/
/experiments/ENCSR878JSF/	ENCSR878JSF	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	B cell female adult (43 years)	B cell		Bradley Bernstein, Broad	ENCODE	released	1	1,2	ENCAB000BLE	Homo sapiens	adult	43	year										/replicates/defff04d-b2f8-4b1e-8589-a345158f14e3/,/replicates/085abaa4-75c5-4057-b2dc-8a6454b8a20a/
/experiments/ENCSR000APR/	ENCSR000APR	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	fibroblast of dermis NONE and female adult	fibroblast of dermis	H3K4me3 ChIP-seq on human NHDF-Ad	Bradley Bernstein, Broad	ENCODE	released	1,2,3	1	ENCAB000BLJ,ENCAB582RSV	Homo sapiens	adult,unknown	unknown											/replicates/45bfbba0-b0b5-4002-93f4-a75cffd7442d/,/replicates/0e9e4289-037a-4c11-abdd-a8b60a752dfb/,/replicates/1cfc2a31-42c0-460c-88a7-6c9d8967a52a/
/experiments/ENCSR005SXO/	ENCSR005SXO	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	OCI-LY7	OCI-LY7		Bradley Bernstein, Broad	ENCODE	released	1,2	1	ENCAB000BLF,ENCAB000BLI	Homo sapiens	adult	48	year										/replicates/879be5e2-890e-4f82-9085-cb9b8fda9be9/,/replicates/5329dabd-fbe8-43ee-bd91-9cdafb3e85d2/
/experiments/ENCSR393SYU/	ENCSR393SYU	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	neutrophil	neutrophil		Bradley Bernstein, Broad	ENCODE	released	1,2	1	ENCAB902NZL	Homo sapiens	unknown	unknown											/replicates/a6283005-c15e-4992-a261-57fc340d67e4/,/replicates/ddf552d0-ec59-402f-ba48-c8bbc9607e82/
/experiments/ENCSR441JWF/	ENCSR441JWF	ChIP-seq	ChIP-seq	H3K4me3	HIST2H3C	PC-9	PC-9		Bradley Bernstein, Broad	ENCODE	released	1,2	1	ENCAB582RSV	Homo sapiens	unknown	unknown											/replicates/bd2b9e6f-1c45-4efb-b844-6a3a3e9b0a6f/,/replicates/5ac82a7a-c8e8-4745-8b61-55e6690935a8/
